report_date,report_type,location,site,department,contractor,reporter_role,description,severity,planted_pattern
2026-03-13,UNSAFE_CONDITION,Site Charlie,Site Delta,Pipeline Integrity,Contractor-Beacon Electrical Works,Operator,Temporary lighting was insufficient in the storage yard at night.,LOW,
2026-06-24,NEAR_MISS,Site Echo,Site Delta,HSE,Contractor-Vantage Energy Services,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-07-30,UNSAFE_ACT,Site Alpha,Site Bravo,Pipeline Integrity,Contractor-Ironclad Scaffolding,Foreman,First aid kit in the workshop was missing a few items.,HIGH,
2026-06-26,UNSAFE_CONDITION,Site Alpha,Site Charlie,Operations,Contractor-Vantage Energy Services,Safety Officer,Noise levels in the compressor room exceeded comfort but PPE was in use.,LOW,
2026-07-18,UNSAFE_ACT,Site Alpha,Site Echo,HSE,Contractor-Redline Maintenance Group,Engineer,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-05-11,UNSAFE_ACT,Site Alpha,Site Delta,HSE,Contractor-Delta Wellsite Services,Technician,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-03-15,UNSAFE_CONDITION,Site Echo,Site Echo,Maintenance,Contractor-Coastal Logistics,Technician,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-06-16,UNSAFE_CONDITION,Site Charlie,Site Charlie,Pipeline Integrity,Contractor-Meridian Fabrication,Site Supervisor,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-06-30,UNSAFE_CONDITION,Site Foxtrot,Site Echo,Pipeline Integrity,Contractor-Vantage Energy Services,Foreman,Missing barricade at an open edge on the tank platform.,LOW,working_at_height
2026-04-09,UNSAFE_CONDITION,Site Echo,Site Charlie,Drilling,Contractor-Meridian Fabrication,Engineer,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-04-16,UNSAFE_CONDITION,Site Echo,Site Echo,Drilling,Contractor-Redline Maintenance Group,Operator,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-06-23,NEAR_MISS,Site Charlie,Site Delta,HSE,Contractor-Meridian Fabrication,Site Supervisor,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-07-22,UNSAFE_ACT,Site Charlie,Site Bravo,Drilling,Contractor-Meridian Fabrication,Safety Officer,Work was carried out without permit verification by the shift supervisor.,LOW,permit_to_work
2026-04-02,UNSAFE_ACT,Site Charlie,Site Bravo,Drilling,Contractor-Orion Field Services,Operator,First aid kit in the workshop was missing a few items.,MODERATE,
2026-04-09,UNSAFE_CONDITION,Site Delta,Site Echo,Logistics,Contractor-Summit Rigging Co,Operator,Expired permit was used to authorize work on the process unit.,HIGH,permit_to_work
2026-03-14,UNSAFE_CONDITION,Site Bravo,Site Bravo,Operations,Contractor-Meridian Fabrication,Safety Officer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-08-03,NEAR_MISS,Site Bravo,Site Delta,HSE,Contractor-Pinnacle Contractors,Foreman,Housekeeping issue noted in the tool storage area.,LOW,
2026-02-27,UNSAFE_ACT,Site Delta,Site Foxtrot,Maintenance,Contractor-Redline Maintenance Group,Technician,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-06-18,UNSAFE_ACT,Site Charlie,Site Foxtrot,Drilling,Contractor-Meridian Fabrication,Technician,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-07-27,NEAR_MISS,Site Bravo,Site Foxtrot,Logistics,Contractor-Ironclad Scaffolding,Technician,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-08-02,NEAR_MISS,Site Delta,Site Echo,Maintenance,Contractor-Northstar Industrial,Technician,Isolation tag was removed before work was actually complete.,HIGH,electrical_isolation
2026-04-26,UNSAFE_ACT,Site Charlie,Site Charlie,HSE,Contractor-Northstar Industrial,Operator,First aid kit in the workshop was missing a few items.,HIGH,
2026-03-06,UNSAFE_ACT,Site Bravo,Site Echo,HSE,Contractor-Beacon Electrical Works,Operator,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-04-26,UNSAFE_CONDITION,Site Bravo,Site Bravo,HSE,Contractor-Vantage Energy Services,Technician,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-06-14,UNSAFE_ACT,Site Alpha,Site Delta,Operations,Contractor-Coastal Logistics,Site Supervisor,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-05-31,UNSAFE_ACT,Site Foxtrot,Site Bravo,Pipeline Integrity,Contractor-Meridian Fabrication,Foreman,Missing barricade at an open edge on the tank platform.,HIGH,working_at_height
2026-08-02,UNSAFE_CONDITION,Site Foxtrot,Site Bravo,Logistics,Contractor-Delta Wellsite Services,Technician,Housekeeping issue noted in the tool storage area.,HIGH,
2026-05-13,NEAR_MISS,Site Alpha,Site Echo,Maintenance,Contractor-Delta Wellsite Services,Safety Officer,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-06-27,NEAR_MISS,Site Alpha,Site Charlie,Maintenance,Contractor-Redline Maintenance Group,Operator,Signage for emergency assembly point was faded and needs replacement.,LOW,
2026-06-27,NEAR_MISS,Site Delta,Site Foxtrot,Drilling,Contractor-Ironclad Scaffolding,Engineer,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-03-30,NEAR_MISS,Site Alpha,Site Bravo,HSE,Contractor-Meridian Fabrication,Operator,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-04-29,NEAR_MISS,Site Charlie,Site Foxtrot,Maintenance,Contractor-Beacon Electrical Works,Safety Officer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
2026-05-24,UNSAFE_CONDITION,Site Bravo,Site Echo,HSE,Contractor-Atlas Mechanical,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-07-29,UNSAFE_CONDITION,Site Echo,Site Charlie,Maintenance,Contractor-Atlas Mechanical,Foreman,Signage for emergency assembly point was faded and needs replacement.,LOW,
2026-03-28,UNSAFE_ACT,Site Foxtrot,Site Delta,Maintenance,Contractor-Atlas Mechanical,Site Supervisor,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-04-06,UNSAFE_CONDITION,Site Charlie,Site Bravo,Drilling,Contractor-Redline Maintenance Group,Engineer,Water leakage from a faucet reported in the site canteen.,LOW,
2026-06-18,NEAR_MISS,Site Delta,Site Echo,HSE,Contractor-Northstar Industrial,Site Supervisor,Noise levels in the compressor room exceeded comfort but PPE was in use.,MODERATE,
2026-08-04,UNSAFE_CONDITION,Site Delta,Site Foxtrot,Drilling,Contractor-Coastal Logistics,Technician,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-05-27,UNSAFE_ACT,Site Alpha,Site Bravo,Logistics,Contractor-Atlas Mechanical,Safety Officer,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-06-09,UNSAFE_CONDITION,Site Delta,Site Delta,Drilling,Contractor-Coastal Logistics,Operator,Expired permit was used to authorize work on the process unit.,MODERATE,permit_to_work
2026-08-08,UNSAFE_ACT,Site Delta,Site Echo,Pipeline Integrity,Contractor-Delta Wellsite Services,Safety Officer,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-07-13,UNSAFE_CONDITION,Site Alpha,Site Alpha,Pipeline Integrity,Contractor-Ironclad Scaffolding,Technician,Work was carried out without permit verification by the shift supervisor.,HIGH,permit_to_work
2026-04-14,UNSAFE_ACT,Site Alpha,Site Delta,Operations,Contractor-Vantage Energy Services,Engineer,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-05-12,UNSAFE_ACT,Site Echo,Site Bravo,HSE,Contractor-Meridian Fabrication,Technician,Noise levels in the compressor room exceeded comfort but PPE was in use.,MODERATE,
2026-04-10,UNSAFE_ACT,Site Charlie,Site Foxtrot,Drilling,Contractor-Atlas Mechanical,Foreman,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-03-15,UNSAFE_CONDITION,Site Foxtrot,Site Alpha,Drilling,Contractor-Delta Wellsite Services,Operator,Employee suggestion box was overflowing and needs regular clearing.,HIGH,
2026-08-25,NEAR_MISS,Site Echo,Site Delta,HSE,Contractor-Meridian Fabrication,Technician,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-07-08,UNSAFE_ACT,Site Charlie,Site Delta,HSE,Contractor-Coastal Logistics,Foreman,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
2026-07-28,UNSAFE_ACT,Site Echo,Site Bravo,Operations,Contractor-Pinnacle Contractors,Operator,Isolation tag was removed before work was actually complete.,HIGH,electrical_isolation
2026-03-04,UNSAFE_CONDITION,Site Delta,Site Alpha,Pipeline Integrity,Contractor-Atlas Mechanical,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-06-01,UNSAFE_CONDITION,Site Alpha,Site Charlie,Operations,Contractor-Orion Field Services,Engineer,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-03-15,UNSAFE_CONDITION,Site Delta,Site Foxtrot,Logistics,Contractor-Coastal Logistics,Operator,Fire extinguisher inspection tag found expired in the break room.,LOW,
2026-06-28,NEAR_MISS,Site Alpha,Site Echo,Pipeline Integrity,Contractor-Meridian Fabrication,Foreman,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-07-21,NEAR_MISS,Site Alpha,Site Bravo,Pipeline Integrity,Contractor-Summit Rigging Co,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-03-10,NEAR_MISS,Site Bravo,Site Charlie,Maintenance,Contractor-Ironclad Scaffolding,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-02-27,NEAR_MISS,Site Echo,Site Charlie,HSE,Contractor-Delta Wellsite Services,Safety Officer,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-06-20,UNSAFE_ACT,Site Charlie,Site Bravo,HSE,Contractor-Atlas Mechanical,Engineer,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-04-24,UNSAFE_ACT,Site Charlie,Site Delta,HSE,Contractor-Ironclad Scaffolding,Foreman,Water leakage from a faucet reported in the site canteen.,LOW,
2026-06-02,NEAR_MISS,Site Bravo,Site Bravo,Drilling,Contractor-Redline Maintenance Group,Site Supervisor,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-08-24,NEAR_MISS,Site Bravo,Site Echo,Logistics,Contractor-Vantage Energy Services,Foreman,Isolation certificate was missing when crew started work on the motor.,LOW,electrical_isolation
2026-04-22,NEAR_MISS,Site Foxtrot,Site Foxtrot,Pipeline Integrity,Contractor-Ironclad Scaffolding,Site Supervisor,First aid kit in the workshop was missing a few items.,HIGH,
2026-07-28,NEAR_MISS,Site Foxtrot,Site Delta,Operations,Contractor-Northstar Industrial,Foreman,Housekeeping issue noted in the tool storage area.,LOW,
2026-06-17,NEAR_MISS,Site Echo,Site Alpha,Logistics,Contractor-Summit Rigging Co,Operator,Worker accessed switchgear room without confirming lockout status.,LOW,electrical_isolation
2026-08-24,UNSAFE_ACT,Site Bravo,Site Echo,HSE,Contractor-Beacon Electrical Works,Technician,Noise levels in the compressor room exceeded comfort but PPE was in use.,LOW,
2026-06-28,UNSAFE_ACT,Site Foxtrot,Site Echo,Pipeline Integrity,Contractor-Atlas Mechanical,Technician,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-08-06,NEAR_MISS,Site Foxtrot,Site Bravo,Drilling,Contractor-Delta Wellsite Services,Technician,Truck reversed into a restricted pedestrian zone without a signal.,HIGH,vehicle_pedestrian
2026-04-08,UNSAFE_CONDITION,Site Echo,Site Delta,Operations,Contractor-Orion Field Services,Operator,Temporary lighting was insufficient in the storage yard at night.,MODERATE,
2026-04-21,UNSAFE_ACT,Site Bravo,Site Bravo,HSE,Contractor-Redline Maintenance Group,Technician,Missing barricade at an open edge on the tank platform.,LOW,working_at_height
2026-07-26,UNSAFE_CONDITION,Site Charlie,Site Echo,Pipeline Integrity,Contractor-Pinnacle Contractors,Safety Officer,Technician climbed to elevated work area without anchor point confirmed.,LOW,working_at_height
2026-07-30,UNSAFE_ACT,Site Echo,Site Foxtrot,HSE,Contractor-Beacon Electrical Works,Engineer,Trip hazard from a loose cable was reported and fixed same day.,LOW,
2026-08-11,UNSAFE_CONDITION,Site Charlie,Site Delta,Pipeline Integrity,Contractor-Northstar Industrial,Site Supervisor,Housekeeping issue noted in the tool storage area.,HIGH,
2026-06-30,UNSAFE_CONDITION,Site Alpha,Site Echo,Maintenance,Contractor-Redline Maintenance Group,Operator,First aid kit in the workshop was missing a few items.,MODERATE,
2026-05-03,UNSAFE_ACT,Site Echo,Site Charlie,HSE,Contractor-Ironclad Scaffolding,Site Supervisor,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-08-14,NEAR_MISS,Site Echo,Site Charlie,HSE,Contractor-Orion Field Services,Foreman,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-06-22,UNSAFE_ACT,Site Foxtrot,Site Echo,Drilling,Contractor-Meridian Fabrication,Engineer,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-03-15,NEAR_MISS,Site Charlie,Site Bravo,Operations,Contractor-Northstar Industrial,Site Supervisor,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-03-14,UNSAFE_CONDITION,Site Foxtrot,Site Delta,Logistics,Contractor-Coastal Logistics,Engineer,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-05-06,UNSAFE_CONDITION,Site Foxtrot,Site Foxtrot,Pipeline Integrity,Contractor-Redline Maintenance Group,Technician,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-07-08,NEAR_MISS,Site Delta,Site Charlie,HSE,Contractor-Vantage Energy Services,Site Supervisor,"Minor vehicle scratch reported during routine parking maneuver, no injury.",MODERATE,
2026-06-03,UNSAFE_CONDITION,Site Charlie,Site Delta,Drilling,Contractor-Northstar Industrial,Foreman,Signage for emergency assembly point was faded and needs replacement.,LOW,
2026-08-04,UNSAFE_CONDITION,Site Bravo,Site Delta,HSE,Contractor-Pinnacle Contractors,Site Supervisor,Housekeeping issue noted in the tool storage area.,HIGH,
2026-04-29,NEAR_MISS,Site Foxtrot,Site Bravo,HSE,Contractor-Pinnacle Contractors,Foreman,Trip hazard from a loose cable was reported and fixed same day.,LOW,
2026-06-28,UNSAFE_CONDITION,Site Delta,Site Delta,Pipeline Integrity,Contractor-Summit Rigging Co,Site Supervisor,Permit-to-work was not verified before excavation started near the pipeline.,LOW,permit_to_work
2026-07-12,NEAR_MISS,Site Bravo,Site Delta,Drilling,Contractor-Meridian Fabrication,Site Supervisor,Temporary lighting was insufficient in the storage yard at night.,MODERATE,
2026-08-05,NEAR_MISS,Site Foxtrot,Site Charlie,Maintenance,Contractor-Northstar Industrial,Operator,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-07-26,NEAR_MISS,Site Bravo,Site Delta,Drilling,Contractor-Redline Maintenance Group,Technician,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-06-26,UNSAFE_ACT,Site Echo,Site Foxtrot,Pipeline Integrity,Contractor-Ironclad Scaffolding,Operator,Waste segregation bins were not properly labeled at the site office.,MODERATE,
2026-06-09,UNSAFE_CONDITION,Site Echo,Site Echo,Drilling,Contractor-Northstar Industrial,Engineer,Temporary lighting was insufficient in the storage yard at night.,MODERATE,
2026-06-03,UNSAFE_CONDITION,Site Alpha,Site Charlie,Pipeline Integrity,Contractor-Beacon Electrical Works,Technician,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-06-23,UNSAFE_CONDITION,Site Delta,Site Echo,Operations,Contractor-Coastal Logistics,Site Supervisor,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-08-16,NEAR_MISS,Site Alpha,Site Charlie,Maintenance,Contractor-Atlas Mechanical,Safety Officer,Truck reversed into a restricted pedestrian zone without a signal.,MODERATE,vehicle_pedestrian
2026-07-08,UNSAFE_CONDITION,Site Echo,Site Delta,Drilling,Contractor-Vantage Energy Services,Technician,Energized cable was handled without confirming de-energization.,HIGH,electrical_isolation
2026-02-27,NEAR_MISS,Site Delta,Site Foxtrot,Drilling,Contractor-Redline Maintenance Group,Operator,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-07-30,UNSAFE_CONDITION,Site Delta,Site Bravo,Maintenance,Contractor-Northstar Industrial,Engineer,Technician bypassed LOTO procedure to save time during shift changeover.,MODERATE,electrical_isolation
2026-04-02,UNSAFE_ACT,Site Delta,Site Echo,Maintenance,Contractor-Atlas Mechanical,Safety Officer,Ladder used for elevated work was damaged and not tagged out of service.,LOW,working_at_height
2026-05-20,UNSAFE_CONDITION,Site Echo,Site Foxtrot,Drilling,Contractor-Atlas Mechanical,Safety Officer,First aid kit in the workshop was missing a few items.,MODERATE,
2026-07-29,UNSAFE_CONDITION,Site Charlie,Site Delta,HSE,Contractor-Delta Wellsite Services,Foreman,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-03-26,NEAR_MISS,Site Bravo,Site Delta,Maintenance,Contractor-Meridian Fabrication,Safety Officer,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-04-19,UNSAFE_CONDITION,Site Delta,Site Echo,Logistics,Contractor-Summit Rigging Co,Technician,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-03-03,UNSAFE_ACT,Site Echo,Site Bravo,Pipeline Integrity,Contractor-Meridian Fabrication,Site Supervisor,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-03-27,UNSAFE_ACT,Site Foxtrot,Site Bravo,Drilling,Contractor-Northstar Industrial,Site Supervisor,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-08-24,NEAR_MISS,Site Alpha,Site Bravo,HSE,Contractor-Pinnacle Contractors,Site Supervisor,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-04-26,UNSAFE_CONDITION,Site Charlie,Site Alpha,Drilling,Contractor-Atlas Mechanical,Safety Officer,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-07-21,UNSAFE_CONDITION,Site Echo,Site Charlie,Operations,Contractor-Beacon Electrical Works,Foreman,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-03-05,UNSAFE_ACT,Site Bravo,Site Delta,Maintenance,Contractor-Atlas Mechanical,Engineer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
2026-05-06,UNSAFE_ACT,Site Foxtrot,Site Charlie,Pipeline Integrity,Contractor-Coastal Logistics,Foreman,Scaffold inspection tag was expired but crew worked on it anyway.,LOW,working_at_height
2026-06-08,NEAR_MISS,Site Foxtrot,Site Foxtrot,Drilling,Contractor-Beacon Electrical Works,Operator,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-03-03,UNSAFE_ACT,Site Delta,Site Foxtrot,Pipeline Integrity,Contractor-Northstar Industrial,Technician,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-04-30,UNSAFE_ACT,Site Foxtrot,Site Charlie,Maintenance,Contractor-Beacon Electrical Works,Technician,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-08-19,UNSAFE_CONDITION,Site Echo,Site Bravo,Operations,Contractor-Summit Rigging Co,Operator,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-06-21,UNSAFE_ACT,Site Foxtrot,Site Alpha,Maintenance,Contractor-Beacon Electrical Works,Operator,Noise levels in the compressor room exceeded comfort but PPE was in use.,HIGH,
2026-03-08,NEAR_MISS,Site Delta,Site Foxtrot,HSE,Contractor-Delta Wellsite Services,Safety Officer,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-07-31,UNSAFE_CONDITION,Site Foxtrot,Site Bravo,Pipeline Integrity,Contractor-Atlas Mechanical,Safety Officer,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-06-22,NEAR_MISS,Site Foxtrot,Site Foxtrot,Maintenance,Contractor-Orion Field Services,Site Supervisor,Temporary lighting was insufficient in the storage yard at night.,MODERATE,
2026-08-11,NEAR_MISS,Site Foxtrot,Site Bravo,Logistics,Contractor-Pinnacle Contractors,Technician,Housekeeping issue noted in the tool storage area.,HIGH,
2026-03-12,NEAR_MISS,Site Bravo,Site Echo,Logistics,Contractor-Redline Maintenance Group,Foreman,Trip hazard from a loose cable was reported and fixed same day.,LOW,
2026-07-07,UNSAFE_CONDITION,Site Charlie,Site Foxtrot,Pipeline Integrity,Contractor-Ironclad Scaffolding,Technician,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-04-23,UNSAFE_CONDITION,Site Charlie,Site Echo,Logistics,Contractor-Vantage Energy Services,Operator,Noise levels in the compressor room exceeded comfort but PPE was in use.,LOW,
2026-04-06,NEAR_MISS,Site Bravo,Site Bravo,Operations,Contractor-Coastal Logistics,Engineer,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-06-01,UNSAFE_ACT,Site Alpha,Site Charlie,Operations,Contractor-Beacon Electrical Works,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-03-04,UNSAFE_CONDITION,Site Bravo,Site Foxtrot,Operations,Contractor-Coastal Logistics,Safety Officer,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-07-21,UNSAFE_ACT,Site Bravo,Site Alpha,Logistics,Contractor-Summit Rigging Co,Foreman,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-06-16,UNSAFE_ACT,Site Foxtrot,Site Bravo,Pipeline Integrity,Contractor-Meridian Fabrication,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-08-08,UNSAFE_CONDITION,Site Bravo,Site Echo,Pipeline Integrity,Contractor-Meridian Fabrication,Engineer,Waste segregation bins were not properly labeled at the site office.,MODERATE,
2026-04-13,UNSAFE_ACT,Site Foxtrot,Site Bravo,Logistics,Contractor-Vantage Energy Services,Technician,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-05-23,UNSAFE_ACT,Site Charlie,Site Echo,Drilling,Contractor-Redline Maintenance Group,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-03-04,UNSAFE_ACT,Site Alpha,Site Echo,HSE,Contractor-Summit Rigging Co,Operator,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-05-12,UNSAFE_CONDITION,Site Foxtrot,Site Delta,HSE,Contractor-Vantage Energy Services,Safety Officer,Housekeeping issue noted in the tool storage area.,HIGH,
2026-07-03,UNSAFE_CONDITION,Site Delta,Site Foxtrot,Drilling,Contractor-Summit Rigging Co,Site Supervisor,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-03-27,NEAR_MISS,Site Bravo,Site Delta,Maintenance,Contractor-Atlas Mechanical,Safety Officer,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-06-06,UNSAFE_CONDITION,Site Charlie,Site Echo,Logistics,Contractor-Vantage Energy Services,Engineer,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-06-08,UNSAFE_CONDITION,Site Echo,Site Delta,Maintenance,Contractor-Vantage Energy Services,Safety Officer,Temporary lighting was insufficient in the storage yard at night.,LOW,
2026-04-20,NEAR_MISS,Site Delta,Site Bravo,Operations,Contractor-Beacon Electrical Works,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-08-20,UNSAFE_CONDITION,Site Alpha,Site Bravo,Pipeline Integrity,Contractor-Vantage Energy Services,Operator,Crew proceeded with repair before isolation verification was signed off.,MODERATE,electrical_isolation
2026-06-19,UNSAFE_ACT,Site Alpha,Site Echo,Pipeline Integrity,Contractor-Delta Wellsite Services,Foreman,Technician entered energized pump area before electrical isolation was verified.,LOW,electrical_isolation
2026-08-02,UNSAFE_ACT,Site Bravo,Site Echo,Operations,Contractor-Vantage Energy Services,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-07-19,UNSAFE_ACT,Site Foxtrot,Site Bravo,Drilling,Contractor-Beacon Electrical Works,Foreman,Noise levels in the compressor room exceeded comfort but PPE was in use.,LOW,
2026-05-28,UNSAFE_CONDITION,Site Delta,Site Echo,Operations,Contractor-Pinnacle Contractors,Engineer,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-08-11,NEAR_MISS,Site Delta,Site Delta,Logistics,Contractor-Delta Wellsite Services,Site Supervisor,Waste segregation bins were not properly labeled at the site office.,MODERATE,
2026-07-09,UNSAFE_CONDITION,Site Charlie,Site Delta,Operations,Contractor-Vantage Energy Services,Foreman,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-04-22,UNSAFE_ACT,Site Alpha,Site Echo,Maintenance,Contractor-Orion Field Services,Safety Officer,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-08-12,UNSAFE_CONDITION,Site Echo,Site Charlie,Maintenance,Contractor-Atlas Mechanical,Engineer,Poor visibility at the site gate led to a near miss between a light vehicle and a walker.,MODERATE,vehicle_pedestrian
2026-08-08,UNSAFE_CONDITION,Site Charlie,Site Charlie,Drilling,Contractor-Northstar Industrial,Foreman,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-07-05,NEAR_MISS,Site Alpha,Site Alpha,Operations,Contractor-Meridian Fabrication,Operator,Technician entered energized pump area before electrical isolation was verified.,MODERATE,electrical_isolation
2026-08-22,UNSAFE_ACT,Site Foxtrot,Site Foxtrot,Drilling,Contractor-Delta Wellsite Services,Site Supervisor,Isolation certificate was missing when crew started work on the motor.,HIGH,electrical_isolation
2026-05-26,NEAR_MISS,Site Alpha,Site Foxtrot,HSE,Contractor-Meridian Fabrication,Operator,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-07-31,UNSAFE_ACT,Site Alpha,Site Charlie,Drilling,Contractor-Pinnacle Contractors,Safety Officer,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-05-02,UNSAFE_CONDITION,Site Bravo,Site Charlie,Logistics,Contractor-Beacon Electrical Works,Operator,First aid kit in the workshop was missing a few items.,LOW,
2026-05-26,UNSAFE_CONDITION,Site Echo,Site Charlie,HSE,Contractor-Northstar Industrial,Safety Officer,Noise levels in the compressor room exceeded comfort but PPE was in use.,MODERATE,
2026-07-20,UNSAFE_ACT,Site Echo,Site Echo,Pipeline Integrity,Contractor-Delta Wellsite Services,Technician,Noise levels in the compressor room exceeded comfort but PPE was in use.,LOW,
2026-03-13,UNSAFE_ACT,Site Alpha,Site Delta,HSE,Contractor-Atlas Mechanical,Site Supervisor,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-07-18,UNSAFE_ACT,Site Echo,Site Echo,Logistics,Contractor-Northstar Industrial,Technician,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-06-07,UNSAFE_ACT,Site Echo,Site Charlie,HSE,Contractor-Orion Field Services,Safety Officer,Temporary lighting was insufficient in the storage yard at night.,LOW,
2026-04-26,UNSAFE_CONDITION,Site Charlie,Site Bravo,Logistics,Contractor-Atlas Mechanical,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-04-25,UNSAFE_ACT,Site Delta,Site Foxtrot,Logistics,Contractor-Summit Rigging Co,Operator,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-03-09,UNSAFE_CONDITION,Site Echo,Site Bravo,Logistics,Contractor-Beacon Electrical Works,Site Supervisor,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-04-06,UNSAFE_ACT,Site Delta,Site Bravo,Logistics,Contractor-Vantage Energy Services,Site Supervisor,Noise levels in the compressor room exceeded comfort but PPE was in use.,LOW,
2026-03-23,UNSAFE_CONDITION,Site Alpha,Site Bravo,Drilling,Contractor-Beacon Electrical Works,Site Supervisor,Water leakage from a faucet reported in the site canteen.,HIGH,
